Index,Variant,"Region, subregion, country or area *",Notes,Country code,Type,Parent code,Reference date (as of 1 July),0-4,9-May,14-Oct,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+,Gender
3484,Estimates,Albania,,8,Country,925,1965,152,130,105,82,72,66,54,47,40,35,32,29,21,21,14,12,7,3,1,0,0,Female-Population
3485,Estimates,Albania,,8,Country,925,1970,152,149,130,104,81,72,66,53,47,40,35,31,28,20,18,11,7,3,1,0,0,Female-Population
3486,Estimates,Albania,,8,Country,925,1975,158,151,148,129,104,80,71,65,52,46,39,33,29,25,17,14,7,3,1,0,0,Female-Population
3487,Estimates,Albania,,8,Country,925,1980,162,157,150,148,129,103,80,70,64,52,45,38,32,27,22,13,9,3,1,0,0,Female-Population
3488,Estimates,Albania,,8,Country,925,1985,172,161,156,150,147,128,102,79,70,64,51,44,37,30,24,18,9,4,1,0,0,Female-Population
3489,Estimates,Albania,,8,Country,925,1990,188,170,161,156,149,147,127,102,79,69,63,50,43,35,27,20,12,4,1,0,0,Female-Population
3490,Estimates,Albania,,8,Country,925,1995,162,173,159,147,135,123,125,112,91,72,64,59,47,39,30,21,13,6,1,0,0,Female-Population
3491,Estimates,Albania,,8,Country,925,2000,134,158,167,146,124,114,112,117,104,84,65,56,51,40,32,22,14,6,2,0,0,Female-Population
3492,Estimates,Albania,,8,Country,925,2005,104,133,155,158,130,102,98,107,114,101,82,63,54,48,36,26,15,7,2,0,0,Female-Population
3493,Estimates,Albania,,8,Country,925,2010,81,100,131,135,122,102,89,94,99,107,99,81,63,53,46,31,19,8,3,0,0,Female-Population
3494,Estimates,Albania,,8,Country,925,2015,82,76,96,117,122,107,80,80,93,98,105,98,77,60,53,39,23,11,3,0,0,Female-Population
3495,Estimates,Albania,,8,Country,925,2020,80,80,75,93,111,115,101,76,77,90,96,103,95,74,56,45,28,13,4,1,0,Female-Population
3496,Estimates,Bosnia and Herzegovina,,70,Country,925,1950,189,140,171,162,140,107,69,77,76,63,54,34,32,21,21,14,6,2,0,0,0,Female-Population
3497,Estimates,Bosnia and Herzegovina,,70,Country,925,1955,208,184,139,169,157,134,102,65,74,73,59,50,30,26,15,12,6,2,1,0,0,Female-Population
3498,Estimates,Bosnia and Herzegovina,,70,Country,925,1960,212,203,182,137,164,151,129,98,62,71,69,55,45,26,20,9,6,2,1,0,0,Female-Population
3499,Estimates,Bosnia and Herzegovina,,70,Country,925,1965,223,208,202,180,132,158,146,125,95,60,68,65,51,39,20,13,5,2,1,0,0,Female-Population
3500,Estimates,Bosnia and Herzegovina,,70,Country,925,1970,207,222,210,204,170,115,152,144,120,91,57,64,60,42,29,13,7,2,1,0,0,Female-Population
3501,Estimates,Bosnia and Herzegovina,,70,Country,925,1975,199,204,221,207,197,162,108,147,140,117,88,54,60,53,34,21,8,3,1,0,0,Female-Population
3502,Estimates,Bosnia and Herzegovina,,70,Country,925,1980,185,197,201,217,197,184,155,106,146,137,113,84,50,53,44,26,13,4,1,0,0,Female-Population
3503,Estimates,Bosnia and Herzegovina,,70,Country,925,1985,180,183,196,199,214,194,181,152,104,143,134,109,79,45,45,33,16,7,1,0,0,Female-Population
3504,Estimates,Bosnia and Herzegovina,,70,Country,925,1990,169,177,177,184,183,199,181,171,145,101,141,131,106,76,41,36,23,8,2,0,0,Female-Population
3505,Estimates,Bosnia and Herzegovina,,70,Country,925,1995,126,142,141,140,147,144,160,146,142,122,89,128,108,86,61,30,23,11,3,1,0,Female-Population
3506,Estimates,Bosnia and Herzegovina,,70,Country,925,2000,114,124,139,137,134,137,134,152,140,137,116,83,117,95,71,45,18,11,4,1,0,Female-Population
3507,Estimates,Bosnia and Herzegovina,,70,Country,925,2005,86,113,124,139,136,133,136,134,151,139,135,113,79,109,84,57,31,10,4,1,0,Female-Population
3508,Estimates,Bosnia and Herzegovina,,70,Country,925,2010,84,86,113,122,135,132,128,132,129,147,135,131,108,74,97,69,41,18,4,1,0,Female-Population
3509,Estimates,Bosnia and Herzegovina,,70,Country,925,2015,81,90,84,113,101,114,125,114,116,121,144,131,125,90,72,73,27,18,7,1,0,Female-Population
3510,Estimates,Bosnia and Herzegovina,,70,Country,925,2020,65,79,88,81,105,91,106,119,109,112,117,140,126,118,81,60,53,16,7,2,0,Female-Population
3511,Estimates,Croatia,,191,Country,925,1950,192,148,168,181,178,170,109,137,150,132,115,86,76,62,48,37,18,7,2,0,0,Female-Population
3512,Estimates,Croatia,,191,Country,925,1955,195,190,148,168,180,177,169,108,135,147,127,108,78,66,47,31,20,7,2,0,0,Female-Population
3513,Estimates,Croatia,,191,Country,925,1960,181,193,189,147,167,179,176,167,106,132,142,121,100,69,52,31,17,8,2,0,0,Female-Population
3514,Estimates,Croatia,,191,Country,925,1965,169,180,193,185,141,165,178,175,164,103,129,137,113,89,56,37,17,6,2,0,0,Female-Population
3515,Estimates,Croatia,,191,Country,925,1970,153,167,180,193,180,134,162,177,173,160,99,125,130,102,74,41,22,8,2,0,0,Female-Population
3516,Estimates,Croatia,,191,Country,925,1975,159,154,169,180,187,170,129,162,176,170,156,96,118,118,84,54,26,10,2,0,0,Female-Population
3517,Estimates,Croatia,,191,Country,925,1980,158,160,155,170,181,184,166,128,164,175,165,151,90,110,103,63,33,11,3,0,0,Female-Population
3518,Estimates,Croatia,,191,Country,925,1985,157,159,162,157,173,184,186,167,129,164,172,161,145,84,95,79,40,15,3,1,0,Female-Population
3519,Estimates,Croatia,,191,Country,925,1990,142,157,160,163,159,175,185,186,167,128,161,166,154,135,73,73,50,19,5,1,0,Female-Population
3520,Estimates,Croatia,,191,Country,925,1995,118,140,155,154,150,145,167,177,179,161,123,155,159,143,118,58,49,25,6,1,0,Female-Population
3521,Estimates,Croatia,,191,Country,925,2000,118,117,139,148,145,148,146,164,169,165,147,115,148,146,121,89,35,25,9,1,0,Female-Population
3522,Estimates,Croatia,,191,Country,925,2005,100,118,117,139,147,145,147,145,163,168,163,144,111,140,131,99,62,19,9,2,0,Female-Population
3523,Estimates,Croatia,,191,Country,925,2010,106,101,118,118,135,144,146,146,142,159,162,159,143,110,129,109,72,36,8,2,0,Female-Population
3524,Estimates,Croatia,,191,Country,925,2015,98,103,97,118,119,130,141,144,136,144,158,156,154,126,108,113,86,48,15,2,0,Female-Population
3525,Estimates,Croatia,,191,Country,925,2020,89,98,103,96,115,115,127,138,142,134,142,155,151,147,117,95,87,52,19,3,0,Female-Population
3526,Estimates,Greece,,300,Country,925,1950,383,337,390,402,369,305,264,267,250,218,181,155,133,109,79,49,27,13,5,1,0,Female-Population
3527,Estimates,Greece,,300,Country,925,1955,358,375,332,384,396,362,298,258,261,244,211,173,144,119,90,57,29,12,4,1,0,Female-Population
3528,Estimates,Greece,,300,Country,925,1960,381,348,362,310,377,391,350,283,233,248,235,198,161,129,98,65,33,12,3,1,0,Female-Population
3529,Estimates,Greece,,300,Country,925,1965,365,374,344,349,285,352,372,320,265,241,247,225,185,146,109,73,39,15,3,0,0,Female-Population
3530,Estimates,Greece,,300,Country,925,1970,372,359,363,326,313,241,311,337,304,263,242,248,227,185,139,91,56,22,4,1,0,Female-Population
3531,Estimates,Greece,,300,Country,925,1975,358,367,356,364,315,306,249,319,339,296,250,231,236,210,163,110,63,30,8,1,0,Female-Population
3532,Estimates,Greece,,300,Country,925,1980,364,358,374,357,356,318,324,270,336,352,305,249,224,223,189,135,80,35,11,2,0,Female-Population
3533,Estimates,Greece,,300,Country,925,1985,339,367,359,376,353,356,324,329,273,343,359,297,231,210,201,151,95,46,14,3,0,Female-Population
3534,Estimates,Greece,,300,Country,925,1990,269,336,370,380,394,366,371,336,331,264,326,335,292,241,195,163,109,56,19,3,0,Female-Population
3535,Estimates,Greece,,300,Country,925,1995,258,274,348,390,405,420,391,391,354,345,273,332,341,290,224,163,118,62,23,5,0,Female-Population
3536,Estimates,Greece,,300,Country,925,2000,260,264,286,363,407,422,436,404,402,361,349,276,331,334,270,190,118,69,26,6,1,Female-Population
3537,Estimates,Greece,,300,Country,925,2005,263,268,278,304,385,424,430,441,407,400,350,338,267,314,308,234,147,73,30,7,1,Female-Population
3538,Estimates,Greece,,300,Country,925,2010,268,262,271,272,310,381,398,408,414,378,370,328,319,253,299,279,189,95,33,8,1,Female-Population
3539,Estimates,Greece,,300,Country,925,2015,230,264,260,265,259,294,367,388,401,408,373,364,321,309,241,273,229,125,45,10,1,Female-Population
3540,Estimates,Greece,,300,Country,925,2020,198,228,263,257,259,251,288,362,384,397,403,367,356,312,297,224,229,156,61,14,2,Female-Population
3541,Estimates,Italy,,380,Country,925,1950,  2 143,  1 888,  2 067,  2 014,  2 011,  2 010,  1 364,  1 813,  1 657,  1 429,  1 304,  1 146,  1 016,810,595,373,189,69,14,2,0,Female-Population
3542,Estimates,Italy,,380,Country,925,1955,  1 975,  2 116,  1 871,  2 036,  1 966,  1 972,  1 984,  1 349,  1 794,  1 638,  1 406,  1 268,  1 091,930,690,442,222,80,19,2,0,Female-Population
3543,Estimates,Italy,,380,Country,925,1960,  2 014,  1 983,  2 098,  1 835,  1 967,  1 879,  1 901,  1 933,  1 314,  1 754,  1 592,  1 356,  1 200,996,795,523,273,99,23,3,0,Female-Population
3544,Estimates,Italy,,380,Country,925,1965,  2 229,  2 027,  1 953,  2 058,  1 795,  1 938,  1 855,  1 872,  1 900,  1 286,  1 710,  1 544,  1 304,  1 112,858,610,329,126,29,4,0,Female-Population
3545,Estimates,Italy,,380,Country,925,1970,  2 204,  2 215,  2 017,  1 924,  2 008,  1 751,  1 916,  1 844,  1 847,  1 864,  1 252,  1 653,  1 478,  1 227,977,669,396,158,39,5,0,Female-Population
3546,Estimates,Italy,,380,Country,925,1975,  2 083,  2 201,  2 222,  2 017,  1 920,  2 004,  1 749,  1 910,  1 832,  1 831,  1 836,  1 222,  1 587,  1 376,  1 079,773,447,200,52,7,0,Female-Population
3547,Estimates,Italy,,380,Country,925,1980,  1 734,  2 072,  2 227,  2 242,  2 021,  1 926,  2 017,  1 762,  1 907,  1 817,  1 812,  1 801,  1 183,  1 498,  1 227,866,535,237,68,10,1,Female-Population
3548,Estimates,Italy,,380,Country,925,1985,  1 476,  1 735,  2 096,  2 250,  2 256,  2 037,  1 943,  2 025,  1 758,  1 890,  1 791,  1 772,  1 736,  1 110,  1 347,  1 010,607,289,87,14,1,Female-Population
3549,Estimates,Italy,,380,Country,925,1990,  1 368,  1 469,  1 736,  2 113,  2 262,  2 257,  2 036,  1 942,  2 014,  1 735,  1 859,  1 750,  1 713,  1 642,  1 011,  1 146,760,362,117,21,2,Female-Population
3550,Estimates,Italy,,380,Country,925,1995,  1 323,  1 366,  1 479,  1 751,  2 123,  2 270,  2 262,  2 035,  1 936,  2 002,  1 719,  1 831,  1 706,  1 642,  1 521,881,903,483,157,30,3,Female-Population
3551,Estimates,Italy,,380,Country,925,2000,  1 274,  1 316,  1 361,  1 486,  1 750,  2 130,  2 276,  2 252,  1 998,  1 877,  1 948,  1 664,  1 796,  1 656,  1 549,  1 360,702,592,223,43,4,Female-Population
3552,Estimates,Italy,,380,Country,925,2005,  1 350,  1 313,  1 352,  1 403,  1 535,  1 843,  2 249,  2 390,  2 338,  2 045,  1 893,  1 944,  1 655,  1 755,  1 572,  1 397,  1 112,478,290,65,6,Female-Population
3553,Estimates,Italy,,380,Country,925,2010,  1 378,  1 347,  1 332,  1 392,  1 485,  1 664,  1 973,  2 360,  2 451,  2 363,  2 056,  1 888,  1 927,  1 605,  1 683,  1 439,  1 158,778,244,89,10,Female-Population
3554,Estimates,Italy,,380,Country,925,2015,  1 280,  1 379,  1 367,  1 358,  1 465,  1 604,  1 769,  2 074,  2 425,  2 495,  2 404,  2 082,  1 899,  1 881,  1 568,  1 565,  1 230,846,404,78,14,Female-Population
3555,Estimates,Italy,,380,Country,925,2020,  1 127,  1 296,  1 387,  1 392,  1 416,  1 536,  1 663,  1 809,  2 097,  2 432,  2 488,  2 384,  2 051,  1 852,  1 805,  1 455,  1 344,893,453,133,13,Female-Population
3556,Estimates,Malta,,470,Country,925,1950,23,15,16,14,13,12,9,9,10,8,7,6,6,4,3,2,1,0,0,0,0,Female-Population
3557,Estimates,Malta,,470,Country,925,1955,20,24,16,16,13,11,9,7,8,9,7,6,5,4,3,2,1,0,0,0,0,Female-Population
3558,Estimates,Malta,,470,Country,925,1960,19,21,20,11,13,11,11,9,7,7,8,6,5,5,4,2,1,0,0,0,0,Female-Population
3559,Estimates,Malta,,470,Country,925,1965,16,17,17,18,13,11,10,10,9,8,7,7,6,5,5,3,2,1,0,0,0,Female-Population
3560,Estimates,Malta,,470,Country,925,1970,12,15,16,16,17,12,11,9,9,9,7,7,7,6,5,4,2,1,0,0,0,Female-Population
3561,Estimates,Malta,,470,Country,925,1975,13,12,15,14,14,16,12,11,9,9,9,7,7,6,5,4,2,1,0,0,0,Female-Population
3562,Estimates,Malta,,470,Country,925,1980,14,13,12,14,13,14,15,12,11,9,9,9,7,6,5,4,2,1,0,0,0,Female-Population
3563,Estimates,Malta,,470,Country,925,1985,14,14,13,12,13,14,14,16,11,10,10,9,8,6,5,4,2,1,0,0,0,Female-Population
3564,Estimates,Malta,,470,Country,925,1990,13,14,14,13,12,13,14,14,16,11,10,10,8,8,5,4,3,1,0,0,0,Female-Population
3565,Estimates,Malta,,470,Country,925,1995,12,14,14,14,13,11,13,15,14,15,11,10,9,8,7,4,3,2,1,0,0,Female-Population
3566,Estimates,Malta,,470,Country,925,2000,12,13,14,14,14,13,12,14,15,14,15,11,10,9,7,6,3,2,1,0,0,Female-Population
3567,Estimates,Malta,,470,Country,925,2005,10,11,13,14,14,14,13,12,14,15,14,16,11,10,8,6,4,2,1,0,0,Female-Population
3568,Estimates,Malta,,470,Country,925,2010,10,9,11,13,14,14,14,14,12,14,16,14,15,11,8,8,5,3,1,0,0,Female-Population
3569,Estimates,Malta,,470,Country,925,2015,10,10,10,12,14,16,15,15,14,12,14,15,14,15,10,8,6,3,1,0,0,Female-Population
3570,Estimates,Malta,,470,Country,925,2020,11,10,10,10,12,14,16,16,15,14,12,14,15,14,15,9,7,4,2,0,0,Female-Population
3571,Estimates,Montenegro,,499,Country,925,1950,24,23,24,22,18,14,10,11,11,9,9,8,7,5,5,4,2,1,0,0,0,Female-Population
3572,Estimates,Montenegro,,499,Country,925,1955,29,23,23,24,22,19,15,11,11,11,9,8,7,6,4,3,2,1,0,0,0,Female-Population
3573,Estimates,Montenegro,,499,Country,925,1960,31,28,23,23,24,22,19,15,11,11,10,9,8,7,5,3,2,1,0,0,0,Female-Population
3574,Estimates,Montenegro,,499,Country,925,1965,32,30,28,23,22,23,22,19,14,10,11,10,8,7,6,4,2,1,0,0,0,Female-Population
3575,Estimates,Montenegro,,499,Country,925,1970,26,29,28,26,21,19,20,19,16,12,9,10,10,8,6,4,2,1,0,0,0,Female-Population
3576,Estimates,Montenegro,,499,Country,925,1975,26,26,28,28,26,21,18,19,18,16,12,9,10,9,7,5,3,1,0,0,0,Female-Population
3577,Estimates,Montenegro,,499,Country,925,1980,25,26,26,28,27,25,20,18,19,18,15,12,8,9,8,6,4,2,1,0,0,Female-Population
3578,Estimates,Montenegro,,499,Country,925,1985,26,25,26,26,28,27,25,19,18,19,18,15,11,8,8,7,4,2,1,0,0,Female-Population
3579,Estimates,Montenegro,,499,Country,925,1990,25,26,25,25,24,25,24,23,18,16,18,17,13,9,6,7,5,3,1,0,0,Female-Population
3580,Estimates,Montenegro,,499,Country,925,1995,22,23,24,23,24,23,24,23,23,18,15,17,17,13,8,5,5,3,1,0,0,Female-Population
3581,Estimates,Montenegro,,499,Country,925,2000,20,21,22,24,22,22,21,23,22,23,18,15,17,15,11,7,3,3,1,0,0,Female-Population
3582,Estimates,Montenegro,,499,Country,925,2005,19,20,21,22,24,23,22,20,21,21,23,17,14,15,13,9,5,2,1,0,0,Female-Population
3583,Estimates,Montenegro,,499,Country,925,2010,19,19,20,21,22,23,22,21,20,22,22,22,16,13,14,11,6,2,1,0,0,Female-Population
3584,Estimates,Montenegro,,499,Country,925,2015,18,19,19,20,21,21,23,22,21,20,22,21,21,15,12,11,8,3,1,0,0,Female-Population
3585,Estimates,Montenegro,,499,Country,925,2020,18,18,19,19,20,21,21,23,22,21,19,21,20,20,14,10,8,4,1,0,0,Female-Population
3586,Estimates,North Macedonia,,807,Country,925,1950,84,69,69,65,61,50,32,37,32,25,21,17,16,15,14,11,6,2,1,0,0,Female-Population
3587,Estimates,North Macedonia,,807,Country,925,1955,102,81,68,68,64,60,49,31,36,30,24,19,15,13,12,9,6,2,0,0,0,Female-Population
3588,Estimates,North Macedonia,,807,Country,925,1960,97,99,80,67,67,61,55,45,28,33,28,22,17,13,10,8,5,2,0,0,0,Female-Population
3589,Estimates,North Macedonia,,807,Country,925,1965,95,94,97,79,66,65,57,51,41,26,31,26,19,14,10,7,4,2,0,0,0,Female-Population
3590,Estimates,North Macedonia,,807,Country,925,1970,99,92,93,96,76,62,62,56,50,40,25,30,24,17,12,7,4,2,1,0,0,Female-Population
3591,Estimates,North Macedonia,,807,Country,925,1975,92,96,88,88,92,71,56,59,55,49,39,24,28,22,14,9,5,2,1,0,0,Female-Population
3592,Estimates,North Macedonia,,807,Country,925,1980,92,92,95,87,85,89,70,57,56,54,50,37,22,25,18,11,6,2,1,0,0,Female-Population
3593,Estimates,North Macedonia,,807,Country,925,1985,92,88,87,91,84,82,85,67,54,54,52,47,35,20,20,14,7,2,1,0,0,Female-Population
3594,Estimates,North Macedonia,,807,Country,925,1990,85,87,83,82,85,78,77,79,62,52,53,49,44,32,17,15,8,3,1,0,0,Female-Population
3595,Estimates,North Macedonia,,807,Country,925,1995,77,82,84,80,75,75,74,72,71,57,50,50,46,40,28,13,10,4,1,0,0,Female-Population
3596,Estimates,North Macedonia,,807,Country,925,2000,67,77,82,83,79,74,75,73,72,70,56,48,48,42,35,21,8,4,1,0,0,Female-Population
3597,Estimates,North Macedonia,,807,Country,925,2005,60,66,77,81,82,77,73,74,73,71,69,54,46,44,37,27,13,4,1,0,0,Female-Population
3598,Estimates,North Macedonia,,807,Country,925,2010,54,60,66,76,80,81,77,73,73,72,70,67,52,43,39,29,17,6,1,0,0,Female-Population
3599,Estimates,North Macedonia,,807,Country,925,2015,56,54,59,64,75,80,80,76,72,73,71,68,64,49,38,31,19,8,2,0,0,Female-Population
3600,Estimates,North Macedonia,,807,Country,925,2020,54,56,54,59,63,74,79,80,76,72,72,70,66,61,44,31,21,9,2,0,0,Female-Population
3601,Estimates,Portugal,,620,Country,925,1950,439,388,396,407,380,346,274,299,271,252,207,190,163,137,96,66,38,16,5,1,0,Female-Population
3602,Estimates,Portugal,,620,Country,925,1955,435,422,383,382,377,353,325,263,285,261,241,195,174,144,113,71,45,17,5,1,0,Female-Population
3603,Estimates,Portugal,,620,Country,925,1960,441,416,417,377,368,348,329,306,254,272,251,228,181,154,119,81,50,20,5,1,0,Female-Population
3604,Estimates,Portugal,,620,Country,925,1965,461,414,396,376,331,329,321,308,289,243,257,238,211,161,128,88,56,23,6,1,0,Female-Population
3605,Estimates,Portugal,,620,Country,925,1970,404,420,398,375,330,281,288,295,287,272,230,240,221,188,132,92,63,26,7,1,0,Female-Population
3606,Estimates,Portugal,,620,Country,925,1975,411,405,419,386,358,324,284,293,299,291,274,229,235,207,165,103,70,29,8,1,0,Female-Population
3607,Estimates,Portugal,,620,Country,925,1980,394,420,419,421,375,340,322,292,302,305,297,277,228,227,187,133,79,34,9,1,0,Female-Population
3608,Estimates,Portugal,,620,Country,925,1985,341,391,418,401,397,363,337,324,293,301,302,293,268,213,201,151,99,41,12,2,0,Female-Population
3609,Estimates,Portugal,,620,Country,925,1990,275,327,390,413,379,369,351,336,326,292,297,297,285,253,191,164,116,54,15,3,0,Female-Population
3610,Estimates,Portugal,,620,Country,925,1995,264,276,334,391,408,378,375,357,342,329,295,298,294,273,232,162,132,65,21,4,0,Female-Population
3611,Estimates,Portugal,,620,Country,925,2000,259,261,285,345,392,402,382,388,365,348,332,297,297,289,253,201,125,78,26,5,0,Female-Population
3612,Estimates,Portugal,,620,Country,925,2005,267,259,264,290,351,400,412,391,396,368,349,331,295,289,272,222,154,78,34,7,1,Female-Population
3613,Estimates,Portugal,,620,Country,925,2010,241,259,275,278,294,342,401,426,396,400,372,353,338,296,277,252,178,100,36,10,1,Female-Population
3614,Estimates,Portugal,,620,Country,925,2015,214,240,258,273,273,289,339,398,423,393,395,366,346,328,282,253,209,120,47,10,1,Female-Population
3615,Estimates,Portugal,,620,Country,925,2020,194,214,240,257,270,271,287,337,396,420,389,391,360,337,314,260,213,146,61,15,2,Female-Population
3616,Estimates,Serbia,18,688,Country,925,1950,366,260,308,344,347,297,171,205,225,202,181,125,125,96,90,70,34,13,3,0,0,Female-Population
3617,Estimates,Serbia,18,688,Country,925,1955,412,361,260,309,344,346,295,170,202,219,194,170,114,108,76,61,37,13,3,0,0,Female-Population
3618,Estimates,Serbia,18,688,Country,925,1960,350,403,357,257,305,339,341,290,166,195,209,182,155,100,87,53,33,14,3,0,0,Female-Population
3619,Estimates,Serbia,18,688,Country,925,1965,335,342,398,353,253,299,333,334,283,160,186,197,167,136,81,62,30,14,4,0,0,Female-Population
3620,Estimates,Serbia,18,688,Country,925,1970,338,328,337,393,348,249,294,326,327,276,153,176,182,149,114,59,37,14,4,1,0,Female-Population
3621,Estimates,Serbia,18,688,Country,925,1975,361,335,327,336,391,347,247,292,323,321,268,147,165,165,126,85,36,17,4,1,0,Female-Population
3622,Estimates,Serbia,18,688,Country,925,1980,382,360,335,327,335,390,346,246,289,318,314,259,139,151,141,96,53,17,5,1,0,Female-Population
3623,Estimates,Serbia,18,688,Country,925,1985,373,380,359,334,326,334,389,344,244,285,311,302,245,127,129,108,60,25,5,1,0,Female-Population
3624,Estimates,Serbia,18,688,Country,925,1990,356,371,379,358,333,324,332,386,340,240,278,299,286,224,109,99,69,29,8,1,0,Female-Population
3625,Estimates,Serbia,18,688,Country,925,1995,326,362,378,385,364,338,329,337,389,340,238,274,290,269,197,86,65,33,9,1,0,Female-Population
3626,Estimates,Serbia,18,688,Country,925,2000,292,318,338,330,340,330,312,309,324,377,328,228,259,266,232,152,55,31,10,2,0,Female-Population
3627,Estimates,Serbia,18,688,Country,925,2005,260,275,301,325,318,329,320,301,296,308,363,315,214,236,228,175,93,25,9,2,0,Female-Population
3628,Estimates,Serbia,18,688,Country,925,2010,237,254,265,287,309,302,316,311,295,292,303,351,300,200,213,184,115,44,7,1,0,Female-Population
3629,Estimates,Serbia,18,688,Country,925,2015,211,235,247,255,276,299,295,312,309,295,291,300,343,287,187,181,131,58,13,1,0,Female-Population
3630,Estimates,Serbia,18,688,Country,925,2020,202,211,235,248,256,278,300,295,311,307,290,285,289,323,259,155,126,67,19,2,0,Female-Population
3631,Estimates,Slovenia,,705,Country,925,1950,74,62,63,67,68,65,40,53,57,53,47,35,29,22,15,11,6,2,1,0,0,Female-Population
3632,Estimates,Slovenia,,705,Country,925,1955,74,73,62,62,64,66,63,38,51,55,50,44,32,26,18,10,6,2,1,0,0,Female-Population
3633,Estimates,Slovenia,,705,Country,925,1960,69,73,73,60,61,64,65,62,37,49,52,47,40,29,22,14,7,2,1,0,0,Female-Population
3634,Estimates,Slovenia,,705,Country,925,1965,67,67,73,70,59,60,63,64,61,36,47,49,44,36,24,17,8,3,1,0,0,Female-Population
3635,Estimates,Slovenia,,705,Country,925,1970,65,67,65,72,68,56,58,61,63,59,35,46,46,39,31,17,9,3,1,0,0,Female-Population
3636,Estimates,Slovenia,,705,Country,925,1975,68,66,67,65,72,68,56,58,61,62,58,34,43,43,34,24,11,4,1,0,0,Female-Population
3637,Estimates,Slovenia,,705,Country,925,1980,72,69,67,69,74,76,67,54,59,61,62,57,34,41,38,27,17,5,1,0,0,Female-Population
3638,Estimates,Slovenia,,705,Country,925,1985,69,73,69,71,75,78,81,65,60,59,63,60,55,27,40,30,16,8,1,0,0,Female-Population
3639,Estimates,Slovenia,,705,Country,925,1990,60,69,73,70,76,78,80,82,65,61,58,62,58,52,24,33,20,8,3,0,0,Female-Population
3640,Estimates,Slovenia,,705,Country,925,1995,48,60,69,73,69,75,77,78,81,63,60,56,59,54,47,19,23,11,3,0,0,Female-Population
3641,Estimates,Slovenia,,705,Country,925,2000,44,49,60,68,73,69,75,76,77,77,60,57,54,56,49,40,15,13,4,1,0,Female-Population
3642,Estimates,Slovenia,,705,Country,925,2005,43,44,49,61,70,74,70,75,76,76,76,59,55,52,51,43,31,9,6,1,0,Female-Population
3643,Estimates,Slovenia,,705,Country,925,2010,50,43,45,50,62,71,75,70,75,76,76,75,57,53,48,46,34,20,4,1,0,Female-Population
3644,Estimates,Slovenia,,705,Country,925,2015,53,51,44,46,52,64,71,75,70,75,75,74,73,55,50,44,37,23,9,1,0,Female-Population
3645,Estimates,Slovenia,,705,Country,925,2020,49,53,51,45,46,53,64,71,75,70,74,74,73,71,52,46,37,26,11,2,0,Female-Population
3646,Estimates,Spain,19,724,Country,925,1950,  1 301,  1 191,  1 153,  1 384,  1 333,  1 227,  1 022,  1 027,933,884,719,628,559,457,333,220,120,50,16,4,0,Female-Population
3647,Estimates,Spain,19,724,Country,925,1955,  1 322,  1 280,  1 200,  1 144,  1 337,  1 262,  1 159,971,980,892,843,682,592,500,373,242,142,58,18,4,1,Female-Population
3648,Estimates,Spain,19,724,Country,925,1960,  1 470,  1 309,  1 294,  1 215,  1 134,  1 292,  1 196,  1 097,926,940,850,797,638,541,422,270,152,69,20,4,1,Female-Population
3649,Estimates,Spain,19,724,Country,925,1965,  1 561,  1 485,  1 311,  1 279,  1 177,  1 097,  1 262,  1 172,  1 077,906,916,826,764,586,463,323,181,78,24,5,1,Female-Population
3650,Estimates,Spain,19,724,Country,925,1970,  1 575,  1 582,  1 493,  1 315,  1 260,  1 134,  1 057,  1 232,  1 152,  1 059,884,888,793,715,512,356,216,93,27,5,1,Female-Population
3651,Estimates,Spain,19,724,Country,925,1975,  1 615,  1 587,  1 595,  1 493,  1 297,  1 244,  1 128,  1 055,  1 229,  1 143,  1 043,863,855,742,631,403,242,111,32,6,1,Female-Population
3652,Estimates,Spain,19,724,Country,925,1980,  1 540,  1 612,  1 598,  1 611,  1 488,  1 268,  1 219,  1 122,  1 054,  1 224,  1 131,  1 023,837,812,674,519,287,133,41,7,1,Female-Population
3653,Estimates,Spain,19,724,Country,925,1985,  1 233,  1 546,  1 622,  1 598,  1 592,  1 466,  1 256,  1 210,  1 113,  1 043,  1 207,  1 110,996,800,745,570,386,168,53,10,1,Female-Population
3654,Estimates,Spain,19,724,Country,925,1990,  1 020,  1 235,  1 558,  1 634,  1 596,  1 568,  1 442,  1 246,  1 202,  1 103,  1 028,  1 182,  1 080,957,743,644,440,237,69,13,1,Female-Population
3655,Estimates,Spain,19,724,Country,925,1995,944,  1 027,  1 253,  1 569,  1 633,  1 597,  1 577,  1 453,  1 259,  1 209,  1 094,  1 019,  1 163,  1 042,892,654,516,282,104,18,2,Female-Population
3656,Estimates,Spain,19,724,Country,925,2000,914,954,  1 052,  1 284,  1 604,  1 673,  1 638,  1 620,  1 491,  1 283,  1 219,  1 096,  1 011,  1 136,989,797,527,338,128,28,2,Female-Population
3657,Estimates,Spain,19,724,Country,925,2005,  1 054,966,  1 027,  1 127,  1 403,  1 794,  1 870,  1 793,  1 736,  1 574,  1 341,  1 258,  1 118,  1 013,  1 098,906,666,360,160,36,4,Female-Population
3658,Estimates,Spain,19,724,Country,925,2010,  1 209,  1 083,  1 076,  1 111,  1 278,  1 672,  2 017,  1 964,  1 841,  1 772,  1 560,  1 304,  1 252,  1 118,939,  1 035,805,462,181,49,5,Female-Population
